"","Extra_rs","Agree_rs","Cons_rs","Neur_rs","Open_rs","Extra_1","Agree_1","Cons_1","Neur_1","Open_1","Extra_2","Agree_2","Cons_2","Neur_2","Open_2","age","race","gender","income","edu","state","ideology","spending","reg_business","govrole_big","strong_gov","less_gov_better","trad_1_r","trad_2","trad_3_r","trad_4","Year","male","Open","Extra","Cons","Agree","Neur","traditionalism","Operational"
"5476",5,6,6,1,6,6,2,6,1,6,3,7,2,7,2,9,1,2,28,2,"NJ",5,0.833333333333333,0.75,0,0,1,2,3,2,4,2016,NA,6,5.5,6,6.5,1,2.75,0.516666666666667
"5477",7,5,6,2,5,7,3,6,3,5,1,6,2,6,3,7,6,1,12,2,"TX",4,0.666666666666667,0.5,1,1,1,2,4,3,5,2016,1,5,7,6,5.5,2.5,3.5,0.833333333333333
"5478",3,5,2,5,5,5,3,6,4,5,5,6,6,3,3,4,1,2,19,3,"MS",3,0.666666666666667,0.5,1,1,0,4,4,1,4,2016,NA,5,4,4,5.5,4.5,3.25,0.633333333333333
"5479",2,5,6,2,5,6,3,5,3,6,6,6,2,6,3,4,5,1,24,4,"CT",4,0.5,0.5,1,0,1,2,2,1,4,2016,1,5.5,4,5.5,5.5,2.5,2.25,0.6
"5480",4,2,5,4,6,6,6,7,7,5,4,5,3,4,2,11,1,1,14,3,"OH",NA,0.666666666666667,0.5,1,0,1,2,3,2,5,2016,1,5.5,5,6,3.5,5.5,3,0.633333333333333
"5481",7,6,4,2,7,7,2,5,5,6,1,7,4,6,1,10,1,2,10,5,"KS",2,0.333333333333333,0.5,0,0,0,4,2,2,2,2016,NA,6.5,7,4.5,6.5,3.5,2.5,0.166666666666667
"5482",2,7,6,2,6,1,1,5,2,1,6,5,2,6,2,8,1,1,3,2,"MA",NA,0,0,0,0,0,2,4,5,3,2016,1,3.5,1.5,5.5,6,2,3.5,0
"5483",1,3,6,1,3,2,5,7,6,6,7,5,2,7,5,7,5,1,27,5,"DC",2,0.333333333333333,0.5,0,0,0,3,2,2,4,2016,1,4.5,1.5,6.5,4,3.5,2.75,0.166666666666667
"5484",2,3,5,2,4,6,5,7,5,7,6,6,3,6,4,12,1,1,16,4,"NM",6,0.833333333333333,0.5,1,0,1,2,4,3,5,2016,1,5.5,4,6,4.5,3.5,3.5,0.666666666666667
"5485",2,5,6,2,4,5,3,5,2,7,6,7,2,6,4,4,1,2,26,5,"NY",3,0.166666666666667,0.5,0,0,0,2,2,1,2,2016,NA,5.5,3.5,5.5,6,2,1.75,0.133333333333333
"5486",6,7,6,1,5,6,1,7,4,7,2,7,2,7,3,11,1,2,22,3,"WA",NA,0.5,0,1,1,0,5,4,2,5,2016,NA,6,6,6.5,7,2.5,4,0.5
"5487",3,5,7,2,3,4,3,6,4,4,5,7,1,6,5,11,1,2,20,2,"LA",5,0.5,0.75,1,0,0,4,4,3,4,2016,NA,3.5,3.5,6.5,6,3,3.75,0.45
"5488",6,3,6,2,4,6,5,6,4,6,2,6,2,6,4,4,1,2,3,3,"AZ",3,0.5,0.5,1,0,0,2,1,1,2,2016,NA,5,6,6,4.5,3,1.5,0.4
"5489",6,4,3,3,4,6,4,7,5,5,2,6,5,5,4,9,1,2,NA,3,"PA",NA,NA,0.5,0,0,0,2,3,2,3,2016,NA,4.5,6,5,5,4,2.5,0.125
"5490",2,6,6,2,4,5,2,6,3,5,6,6,2,6,4,11,1,2,15,5,"KS",6,0.5,0.5,1,0,1,4,5,2,4,2016,NA,4.5,3.5,6,6,2.5,3.75,0.6
"5491",2,3,6,3,6,4,5,7,5,4,6,6,2,5,2,10,6,1,13,1,"LA",7,1,0.75,1,1,1,3,4,2,5,2016,1,5,3,6.5,4.5,4,3.5,0.95
"5492",3,4,6,2,2,6,4,7,4,7,5,6,2,6,6,4,4,1,9,1,"PA",NA,1,1,0,1,0,3,2,2,5,2016,1,4.5,4.5,6.5,5,3,3,0.6
"5493",4,7,6,2,5,7,1,6,1,7,4,6,2,6,3,11,1,-9,NA,4,"FL",2,0.333333333333333,0.5,0,0,0,1,1,2,3,2016,NA,6,5.5,6,6.5,1.5,1.75,0.166666666666667
"5494",3,5,6,3,6,5,3,7,5,5,5,6,2,5,2,3,1,2,17,2,"TN",NA,0.5,0.5,0,0,1,4,2,1,4,2016,NA,5.5,4,6.5,5.5,4,2.75,0.4
"5495",2,4,6,2,6,6,4,6,4,6,6,7,2,6,2,12,1,1,17,5,"MA",2,0.166666666666667,0,0,0,0,2,1,1,4,2016,1,6,4,6,5.5,3,2,0.0333333333333333
"5496",5,6,7,4,5,5,2,6,5,4,3,6,1,4,3,11,1,2,22,2,"KS",4,0.666666666666667,0.75,1,0,1,1,5,2,1,2016,NA,4.5,5,6.5,6,4.5,2.25,0.683333333333333
"5497",7,6,6,2,7,7,2,6,2,6,1,7,2,6,1,5,1,2,22,5,"AZ",2,0.333333333333333,0.5,1,0,1,2,4,2,1,2016,NA,6.5,7,6,6.5,2,2.25,0.566666666666667
"5498",1,7,7,2,2,6,1,6,4,2,7,6,1,6,6,12,1,2,NA,3,"NM",6,0.5,1,1,1,1,3,5,4,5,2016,NA,2,3.5,6.5,6.5,3,4.25,0.9
"5499",1,7,7,1,7,5,1,7,4,7,7,7,1,7,1,11,1,1,17,4,"IL",7,1,0.75,1,1,1,5,5,4,5,2016,1,7,3,7,7,2.5,4.75,0.95
"5500",7,7,7,7,4,7,1,6,1,7,1,7,1,1,4,6,1,2,11,4,"MA",4,NA,0.75,1,NA,1,5,5,5,5,2016,NA,5.5,7,6.5,7,4,5,0.916666666666667
"5501",3,3,4,3,4,3,5,3,3,5,5,5,4,5,4,11,1,1,6,5,"TN",2,0.5,0.5,0,0,1,2,2,1,4,2016,1,4.5,3,3.5,4,3,2.25,0.4
"5502",2,4,4,2,2,4,4,6,2,4,6,5,4,6,6,8,1,1,21,3,"KS",4,0.5,0.5,1,1,1,5,5,5,5,2016,1,3,3,5,4.5,2,5,0.8
"5503",1,3,4,2,2,4,5,6,7,6,7,7,4,6,6,7,5,1,5,1,"MA",4,0.5,0.25,1,0,0,2,4,2,4,2016,1,4,2.5,5,5,4.5,3,0.35
"5504",4,3,4,4,5,6,5,7,6,7,4,7,4,4,3,3,2,2,21,3,"GA",2,0.333333333333333,0.75,1,1,0,3,2,1,1,2016,NA,6,5,5.5,5,5,1.75,0.616666666666667
"5505",4,6,6,2,5,4,2,6,1,5,4,5,2,6,3,3,1,2,9,3,"WI",5,0.5,0.75,1,0,1,2,4,2,4,2016,NA,5,4,6,5.5,1.5,3,0.65
"5506",6,7,7,1,7,7,1,7,1,7,2,7,1,7,1,7,2,2,19,4,"DC",1,1,0.25,0,0,0,2,5,2,5,2016,NA,7,6.5,7,7,1,3.5,0.25
"5507",6,6,7,1,6,7,2,7,1,7,2,5,1,7,2,9,1,1,14,3,"NY",6,1,0.75,1,1,1,4,4,2,5,2016,1,6.5,6.5,7,5.5,1,3.75,0.95
"5508",4,6,6,4,5,2,2,6,4,6,4,4,2,4,3,5,1,2,14,3,"KS",4,0.833333333333333,0.75,1,1,1,1,1,3,1,2016,NA,5.5,3,6,5,4,1.5,0.916666666666667
"5509",6,3,7,2,6,6,5,6,4,4,2,6,1,6,2,8,1,2,26,4,"IL",3,0.666666666666667,0.5,1,0,1,2,1,1,3,2016,NA,5,6,6.5,4.5,3,1.75,0.633333333333333
"5510",2,4,6,3,4,5,4,7,6,6,6,7,2,5,4,3,5,2,13,4,"TX",6,0.166666666666667,0.25,0,0,0,1,5,1,4,2016,NA,5,3.5,6.5,5.5,4.5,2.75,0.0833333333333333
"5511",7,3,5,1,5,5,5,7,4,7,1,7,3,7,3,7,1,1,17,3,"NC",4,0.5,0.5,1,1,1,5,4,4,5,2016,1,6,6,6,5,2.5,4.5,0.8
"5512",6,6,3,4,6,5,2,2,4,5,2,5,5,4,2,7,6,1,24,NA,"TN",2,0.166666666666667,0,0,0,0,2,2,1,2,2016,1,5.5,5.5,2.5,5.5,4,1.75,0.0333333333333333
"5513",5,7,6,2,5,5,1,6,3,5,3,5,2,6,3,10,1,2,22,5,"GA",2,0.333333333333333,0.5,1,0,0,4,2,4,5,2016,NA,5,5,6,6,2.5,3.75,0.366666666666667
"5514",5,6,7,2,6,6,2,7,1,6,3,6,1,6,2,9,1,1,26,3,"WI",6,0.833333333333333,0.5,1,1,1,2,5,2,4,2016,1,6,5.5,7,6,1.5,3.25,0.866666666666667
"5515",3,6,7,2,6,6,2,6,2,5,5,6,1,6,2,5,1,2,27,5,"TN",2,0.5,0.5,0,0,0,2,1,1,2,2016,NA,5.5,4.5,6.5,6,2,1.5,0.2
"5516",3,5,5,2,6,3,3,6,3,7,5,5,3,6,2,2,1,2,14,3,"TN",3,0.333333333333333,0.5,0,0,0,1,1,1,1,2016,NA,6.5,3,5.5,5,2.5,1,0.166666666666667
"5517",1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,13,5,2,6,1,"TX",NA,0.666666666666667,0,1,1,1,2,2,1,4,2016,NA,4,4,4,4,4,2.25,0.733333333333333
"5518",2,2,4,2,4,6,6,7,4,6,6,6,4,6,4,10,5,1,1,4,"CT",4,0.333333333333333,0.5,0,0,0,1,4,1,5,2016,1,5,4,5.5,4,3,2.75,0.166666666666667
"5519",2,7,7,1,7,4,1,7,1,7,6,7,1,7,1,8,1,2,19,4,"MA",2,0.333333333333333,0.5,0,0,1,5,3,4,1,2016,NA,7,3,7,7,1,3.25,0.366666666666667
"5520",3,4,4,4,6,4,4,5,4,3,5,6,4,4,2,9,1,1,14,2,"IL",NA,NA,0.5,0,0,0,2,4,2,4,2016,1,4.5,3.5,4.5,5,4,3,0.125
"5521",2,4,4,2,4,6,4,4,4,4,6,6,4,6,4,11,2,1,NA,3,"TX",2,0.333333333333333,0.5,0,0,0,2,4,2,4,2016,1,4,4,4,5,3,3,0.166666666666667
"5522",2,7,6,2,6,2,1,6,2,2,6,6,2,6,2,13,2,2,7,3,"MS",NA,NA,0,0,0,0,2,5,2,4,2016,NA,4,2,6,6.5,2,3.25,0
"5523",4,4,4,1,4,5,4,7,1,7,4,6,4,7,4,4,1,1,17,4,"PA",4,0.333333333333333,0.75,0,0,1,2,3,2,3,2016,1,5.5,4.5,5.5,5,1,2.5,0.416666666666667
"5524",5,7,7,3,4,5,1,7,4,5,3,7,1,5,4,1,1,2,27,4,"NM",4,0.5,0.75,1,1,1,5,4,2,5,2016,NA,4.5,5,7,7,3.5,4,0.85
"5525",3,7,6,4,4,5,1,7,5,6,5,7,2,4,4,9,1,1,27,5,"MA",2,0.166666666666667,0.5,0,0,0,1,1,1,1,2016,1,5,4,6.5,7,4.5,1,0.133333333333333
"5526",6,4,7,2,3,6,4,7,2,5,2,5,1,6,5,3,1,2,11,2,"TN",5,0.166666666666667,0.5,0,0,0,1,4,1,5,2016,NA,4,6,7,4.5,2,2.75,0.133333333333333
"5527",3,4,7,5,4,5,4,7,6,6,5,7,1,3,4,4,1,2,3,2,"MS",5,0.666666666666667,0.75,0,0,0,2,2,1,3,2016,NA,5,4,7,5.5,5.5,2,0.283333333333333
"5528",4,3,3,2,4,5,5,6,3,6,4,6,5,6,4,7,1,1,13,3,"TN",2,0.166666666666667,0.25,0,0,0,2,1,2,1,2016,1,5,4.5,4.5,4.5,2.5,1.5,0.0833333333333333
"5529",1,4,4,2,4,6,4,7,4,6,7,6,4,6,4,8,5,2,8,1,"CA",NA,0.666666666666667,0.75,0,1,0,3,3,2,4,2016,NA,5,3.5,5.5,5,3,3,0.483333333333333
"5530",2,7,7,2,7,4,1,7,4,3,6,6,1,6,1,11,2,2,18,5,"TN",2,0.166666666666667,0.5,0,0,0,2,4,2,5,2016,NA,5,3,7,6.5,3,3.25,0.133333333333333
"5531",1,5,3,3,6,6,3,6,2,6,7,6,5,5,2,10,6,1,20,3,"MD",NA,0.333333333333333,0.5,1,0,0,4,3,4,4,2016,1,6,3.5,4.5,5.5,2.5,3.75,0.366666666666667
"5532",6,6,3,2,5,5,2,7,2,7,2,7,5,6,3,5,5,2,3,4,"CA",2,0.166666666666667,0.75,1,0,1,2,1,1,4,2016,NA,6,5.5,5,6.5,2,2,0.583333333333333
"5533",1,5,3,2,5,4,3,6,3,1,7,7,5,6,3,3,5,2,4,1,"CA",NA,0.333333333333333,0.25,0,0,0,2,4,1,4,2016,NA,3,2.5,4.5,6,2.5,2.75,0.116666666666667
"5534",3,5,6,4,6,6,3,6,2,6,5,5,2,4,2,NA,3,1,12,2,"CA",4,NA,0.25,0,0,0,1,5,4,4,2016,1,6,4.5,6,5,3,3.5,0.0625
"5535",6,7,4,6,6,7,1,6,6,6,2,7,4,2,2,7,1,2,23,3,"SC",4,1,0.75,1,1,1,4,4,1,4,2016,NA,6,6.5,5,7,6,3.25,0.95
"5536",4,3,5,3,7,3,5,5,2,7,4,5,3,5,1,5,1,1,15,3,"IN",3,0.666666666666667,0.75,1,0,1,2,1,2,5,2016,1,7,3.5,5,4,2.5,2.5,0.683333333333333
"5537",5,5,7,3,6,4,3,6,4,5,3,6,1,5,2,6,1,2,9,2,"KS",4,0.666666666666667,0.75,1,0,1,4,3,1,4,2016,NA,5.5,4.5,6.5,5.5,3.5,3,0.683333333333333
"5538",2,2,1,4,2,7,6,7,7,6,6,7,7,4,6,13,2,2,4,2,"DC",NA,0.166666666666667,1,0,1,0,2,3,2,5,2016,NA,4,4.5,4,4.5,5.5,3,0.433333333333333
"5539",2,5,7,1,4,6,3,7,1,7,6,7,1,7,4,11,5,2,1,3,"CA",4,0.5,0.5,1,1,0,5,1,5,5,2016,NA,5.5,4,7,6,1,4,0.6
"5540",6,3,6,6,4,4,5,5,3,6,2,5,2,2,4,9,1,1,11,2,"IN",4,0.333333333333333,0.5,1,1,0,2,5,2,5,2016,1,5,5,5.5,4,4.5,3.5,0.566666666666667
"5541",2,1,7,1,6,7,7,7,7,7,6,7,1,7,2,11,5,2,12,4,"CA",NA,1,0,1,0,0,3,5,1,5,2016,NA,6.5,4.5,7,4,4,3.5,0.4
"5542",6,3,6,3,7,6,5,6,2,5,2,7,2,5,1,9,2,1,26,4,"NJ",4,0.333333333333333,0.5,0,1,1,1,1,1,1,2016,1,6,6,6,5,2.5,1,0.566666666666667
"5543",5,5,3,1,5,6,3,5,2,6,3,6,5,7,3,4,1,1,3,4,"MN",3,0.333333333333333,0.5,0,0,0,3,2,1,2,2016,1,5.5,5.5,4,5.5,1.5,2,0.166666666666667
"5544",5,5,3,2,4,5,3,6,2,7,3,5,5,6,4,11,1,1,12,5,"IL",2,0.333333333333333,0.5,0,1,0,1,2,2,4,2016,1,5.5,5,4.5,5,2,2.25,0.366666666666667
"5545",3,3,5,3,5,3,5,5,3,5,5,5,3,5,3,6,1,1,25,5,"PA",4,0.666666666666667,0.75,1,1,1,4,4,2,5,2016,1,5,3,5,4,3,3.75,0.883333333333333
"5546",4,7,4,2,3,5,1,6,4,5,4,3,4,6,5,13,1,2,15,2,"CA",6,0.166666666666667,0.5,0,1,1,2,5,1,5,2016,NA,4,4.5,5,5,3,3.25,0.533333333333333
"5547",2,6,7,1,7,4,2,6,6,6,6,6,1,7,1,6,2,2,1,3,"GA",2,0.333333333333333,0,0,0,0,1,5,2,5,2016,NA,6.5,3,6.5,6,3.5,3.25,0.0666666666666667
"5548",5,5,5,2,4,7,3,7,2,6,3,6,3,6,4,4,1,1,24,3,"AZ",2,0.166666666666667,0.5,0,0,0,5,1,1,3,2016,1,5,6,6,5.5,2,2.5,0.133333333333333
"5549",6,4,5,3,6,6,4,5,3,4,2,6,3,5,2,2,6,2,15,4,"LA",5,0.666666666666667,0.75,1,0,1,5,4,4,5,2016,NA,5,6,5,5,3,4.5,0.683333333333333
"5550",2,4,7,3,5,5,4,7,4,5,6,4,1,5,3,8,1,1,22,2,"WI",5,0.666666666666667,0.5,0,0,0,2,4,3,5,2016,1,5,3.5,7,4,3.5,3.5,0.233333333333333
"5551",3,3,7,2,4,4,5,7,4,4,5,6,1,6,4,11,1,2,14,5,"IN",4,0.666666666666667,0.5,1,0,0,4,4,3,3,2016,NA,4,3.5,7,4.5,3,3.5,0.433333333333333
"5552",2,6,6,2,6,3,2,6,3,3,6,6,2,6,2,3,1,2,24,3,"IL",5,0.5,0.5,0,0,1,2,4,2,5,2016,NA,4.5,2.5,6,6,2.5,3.25,0.4
"5553",2,6,6,2,6,6,2,6,5,5,6,6,2,6,2,5,1,2,26,4,"TX",2,0.333333333333333,0.5,0,0,0,1,1,1,1,2016,NA,5.5,4,6,6,3.5,1,0.166666666666667
"5554",6,6,6,1,6,6,2,6,1,6,2,3,2,7,2,7,1,2,24,4,"PA",3,0.5,0.5,0,0,0,1,1,1,4,2016,NA,6,6,6,4.5,1,1.75,0.2
"5555",2,6,5,2,5,5,2,6,6,5,6,5,3,6,3,10,1,1,22,2,"TX",5,0.333333333333333,0.5,0,1,1,2,2,1,5,2016,1,5,3.5,5.5,5.5,4,2.5,0.566666666666667
"5556",7,6,7,2,7,6,2,6,1,7,1,7,1,6,1,3,1,2,12,4,"CO",2,0,0.5,1,1,1,1,3,1,1,2016,NA,7,6.5,6.5,6.5,1.5,1.5,0.7
"5557",2,6,6,2,3,3,2,6,2,6,6,6,2,6,5,8,1,1,27,4,"MA",3,0.333333333333333,0.5,1,0,1,2,1,1,4,2016,1,4.5,2.5,6,6,2,2,0.566666666666667
"5558",2,6,6,2,6,2,2,6,3,3,6,6,2,6,2,5,1,1,17,2,"IN",5,0.5,0.5,1,0,0,2,2,2,4,2016,1,4.5,2,6,6,2.5,2.5,0.4
"5559",3,3,2,3,5,6,5,6,5,7,5,6,6,5,3,11,1,2,7,3,"CA",4,0.5,0.5,1,1,0,1,2,1,4,2016,NA,6,4.5,4,4.5,4,2,0.6
"5560",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,1,5,2,"TX",4,0.5,0,1,1,0,3,3,3,3,2016,1,4,4,4,4,4,3,0.5
"5561",2,4,3,1,4,4,4,4,7,4,6,6,5,7,4,4,1,2,15,3,"AZ",NA,NA,0.5,0,0,0,3,5,3,4,2016,NA,4,3,3.5,5,4,3.75,0.125
"5562",7,7,7,2,6,6,1,7,5,6,1,6,1,6,2,9,1,2,25,3,"GA",4,0.5,0.5,0,0,0,2,4,3,5,2016,NA,6,6.5,7,6.5,3.5,3.5,0.2
"5563",5,6,6,2,4,6,2,6,2,6,3,6,2,6,4,11,6,1,14,4,"NC",5,0.5,0.5,1,0,1,2,4,2,4,2016,1,5,5.5,6,6,2,3,0.6
"5564",1,4,4,3,6,4,4,6,4,5,7,5,4,5,2,1,5,1,24,3,"TX",NA,0.5,0.5,0,0,0,2,4,1,2,2016,1,5.5,2.5,5,4.5,3.5,2.25,0.2
"5565",5,4,7,3,7,5,4,5,3,6,3,5,1,5,1,4,5,1,12,2,"CA",NA,NA,0.75,0,0,1,2,4,2,3,2016,1,6.5,5,6,4.5,3,2.75,0.4375
"5566",2,4,6,1,2,4,4,7,1,3,6,5,2,7,6,8,1,1,22,2,"MD",4,NA,1,1,1,0,4,5,3,5,2016,1,2.5,3,6.5,4.5,1,4.25,0.75
"5567",3,2,4,1,4,6,6,7,4,7,5,7,4,7,4,8,5,1,17,4,"NM",NA,0.166666666666667,0.5,0,1,0,1,2,2,4,2016,1,5.5,4.5,5.5,4.5,2.5,2.25,0.333333333333333
"5568",3,4,7,1,7,7,4,7,6,7,5,7,1,7,1,5,1,2,13,2,"NC",NA,0.5,0.5,0,0,0,1,4,1,5,2016,NA,7,5,7,5.5,3.5,2.75,0.2
"5569",1,2,3,3,5,5,6,6,7,5,7,7,5,5,3,3,1,2,14,3,"NC",4,0.333333333333333,0.75,0,0,0,1,5,3,5,2016,NA,5,3,4.5,4.5,5,3.5,0.216666666666667
"5570",3,4,6,1,4,6,4,6,2,5,5,6,2,7,4,11,1,2,1,3,"KS",NA,0.666666666666667,0.75,1,1,0,5,5,2,3,2016,NA,4.5,4.5,6,5,1.5,3.75,0.683333333333333
"5571",3,5,5,3,3,6,3,6,2,6,5,6,3,5,5,4,3,2,17,2,"ID",4,0.5,0.5,1,0,1,2,2,2,2,2016,NA,4.5,4.5,5.5,5.5,2.5,2,0.6
"5572",3,3,7,3,6,6,5,7,2,6,5,6,1,5,2,3,1,1,13,2,"ID",6,0.833333333333333,0.75,1,1,1,4,5,4,5,2016,1,6,4.5,7,4.5,2.5,4.5,0.916666666666667
"5573",5,6,6,2,5,6,2,6,2,6,3,7,2,6,3,4,5,2,11,3,"TX",3,0.5,0.75,1,1,0,2,2,2,3,2016,NA,5.5,5.5,6,6.5,2,2.25,0.65
"5574",7,6,7,2,7,6,2,7,2,7,1,7,1,6,1,4,1,2,24,4,"TX",2,0.166666666666667,0.5,0,0,0,2,1,1,1,2016,NA,7,6.5,7,6.5,2,1.25,0.133333333333333
"5575",3,7,7,2,5,4,1,4,1,4,5,5,1,6,3,9,1,1,1,3,"MD",6,0.666666666666667,0.5,1,1,1,5,3,3,3,2016,1,4.5,3.5,5.5,6,1.5,3.5,0.833333333333333
"5576",7,4,6,3,4,4,4,7,2,5,1,5,2,5,4,3,1,1,23,3,"CA",4,0.5,0.5,1,1,1,2,3,2,5,2016,1,4.5,5.5,6.5,4.5,2.5,3,0.8
"5577",3,2,7,1,4,7,6,7,3,6,5,5,1,7,4,5,5,2,20,2,"CA",5,0.5,0.5,0,1,1,4,2,3,3,2016,NA,5,5,7,3.5,2,3,0.6
"5578",3,3,5,2,4,4,5,6,6,6,5,6,3,6,4,13,1,1,1,2,"TN",NA,0.166666666666667,0.25,1,1,1,2,5,2,4,2016,1,5,3.5,5.5,4.5,4,3.25,0.683333333333333
"5579",3,6,3,3,4,6,2,7,5,4,5,7,5,5,4,8,1,2,1,NA,"NH",4,0.333333333333333,0.75,0,0,1,4,2,2,2,2016,NA,4,4.5,5,6.5,4,2.5,0.416666666666667
"5580",1,3,4,3,2,5,5,6,6,4,7,6,4,5,6,13,1,2,11,2,"IL",4,0.5,1,1,0,0,2,5,4,5,2016,NA,3,3,5,4.5,4.5,4,0.5
"5581",2,7,2,2,1,7,1,7,1,7,6,7,6,6,7,12,1,2,13,3,"TN",4,0.666666666666667,0.5,0,1,1,4,4,3,4,2016,NA,4,4.5,4.5,7,1.5,3.75,0.633333333333333
"5582",3,5,2,6,5,4,3,6,6,7,5,5,6,2,3,6,1,1,25,4,"MA",4,0.333333333333333,0,0,0,0,5,1,1,2,2016,1,6,3.5,4,5,6,2.25,0.0666666666666667
"5583",3,3,7,2,6,5,5,6,5,5,5,7,1,6,2,9,1,1,25,4,"DC",4,0.5,0.25,0,0,0,1,5,1,4,2016,1,5.5,4,6.5,5,3.5,2.75,0.15
"5584",5,5,2,5,7,6,3,5,7,7,3,6,6,3,1,5,1,2,3,4,"KS",1,0,0.5,1,1,1,1,1,1,1,2016,NA,7,5.5,3.5,5.5,6,1,0.7
"5585",3,3,7,1,7,6,5,6,5,6,5,7,1,7,1,2,1,2,7,4,"TN",NA,0.5,0.25,1,0,0,2,3,1,3,2016,NA,6.5,4.5,6.5,5,3,2.25,0.35
"5586",6,7,6,1,5,5,1,7,2,1,2,7,2,7,3,13,1,2,3,3,"OK",7,0.833333333333333,1,1,1,1,5,5,2,5,2016,NA,3,5.5,6.5,7,1.5,4.25,0.966666666666667
"5587",3,6,6,1,5,5,2,7,2,5,5,6,2,7,3,9,1,2,18,2,"TN",5,1,0.5,1,0,0,5,4,5,5,2016,NA,5,4,6.5,6,1.5,4.75,0.5
"5588",2,6,6,1,6,6,2,6,3,7,6,7,2,7,2,9,1,2,16,5,"NM",2,0.5,0.5,0,0,0,3,1,2,3,2016,NA,6.5,4,6,6.5,2,2.25,0.2
"5589",1,6,6,2,3,6,2,7,6,7,7,7,2,6,5,13,1,2,5,5,"NC",6,0.5,0.5,1,1,1,5,5,4,5,2016,NA,5,3.5,6.5,6.5,4,4.75,0.8
"5590",2,6,7,4,4,4,2,6,4,4,6,6,1,4,4,13,1,2,5,3,"MN",NA,NA,1,1,1,1,2,3,2,4,2016,NA,4,3,6.5,6,4,2.75,1
"5591",3,3,2,3,7,5,5,6,5,7,5,7,6,5,1,7,1,1,15,4,"WA",2,0.333333333333333,0.5,0,0,0,1,1,NA,2,2016,1,7,4,4,5,4,1.33333333333333,0.166666666666667
"5592",2,5,7,1,6,3,3,7,3,5,6,5,1,7,2,5,1,1,21,4,"WA",3,0.166666666666667,0.5,NA,0,0,3,4,1,2,2016,1,5.5,2.5,7,5,2,2.5,0.166666666666667
"5593",7,2,7,1,4,6,6,7,2,2,1,7,1,7,4,13,1,1,2,1,"PA",5,0.5,0.5,0,0,1,1,4,1,5,2016,1,3,6.5,7,4.5,1.5,2.75,0.4
"5594",6,2,7,2,6,7,6,6,4,6,2,6,1,6,2,9,1,-9,26,4,"FL",2,0.166666666666667,0.5,1,0,1,2,4,2,4,2016,NA,6,6.5,6.5,4,3,3,0.533333333333333
"5595",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,1,2,22,3,"KS",NA,0.166666666666667,0,0,0,0,4,3,2,3,2016,NA,4,4,4,4,4,3,0.0333333333333333
"5596",3,4,4,4,5,4,4,4,3,5,5,4,4,4,3,11,1,1,12,4,"GA",2,0.5,0.25,0,0,1,2,2,2,3,2016,1,5,3.5,4,4,3.5,2.25,0.35
"5597",3,7,7,2,4,4,1,7,5,4,5,7,1,6,4,10,1,2,20,3,"NH",4,0.5,0.5,1,0,1,4,2,1,3,2016,NA,4,3.5,7,7,3.5,2.5,0.6
"5598",2,5,3,3,5,5,3,5,5,6,6,5,5,5,3,6,1,1,10,3,"IL",4,0.5,0.25,0,0,0,2,4,2,4,2016,1,5.5,3.5,4,5,4,3,0.15
"5599",7,6,6,1,6,7,2,6,1,7,1,7,2,7,2,6,6,2,15,3,"CA",4,0.166666666666667,0.5,1,0,0,2,4,4,3,2016,NA,6.5,7,6,6.5,1,3.25,0.333333333333333
"5600",3,3,4,2,6,5,5,7,3,6,5,6,4,6,2,3,1,1,NA,3,"MS",4,0.666666666666667,0.5,1,0,1,3,5,2,5,2016,1,6,4,5.5,4.5,2.5,3.75,0.633333333333333
"5601",4,3,4,4,6,6,5,6,2,6,4,6,4,4,2,9,5,1,19,3,"MA",6,0.666666666666667,0.5,1,1,1,4,4,2,5,2016,1,6,5,5,4.5,3,3.75,0.833333333333333
"5602",2,7,7,1,5,5,1,6,2,6,6,6,1,7,3,13,1,2,20,5,"CT",2,0.333333333333333,0.5,0,0,0,5,2,4,5,2016,NA,5.5,3.5,6.5,6.5,1.5,4,0.166666666666667
"5603",7,3,7,1,7,3,5,7,1,6,1,6,1,7,1,4,1,2,8,4,"MD",1,0.166666666666667,0.25,0,0,0,1,1,1,1,2016,NA,6.5,5,7,4.5,1,1,0.0833333333333333
"5604",4,6,5,2,6,6,2,5,3,7,4,7,3,6,2,5,5,1,19,4,"KS",2,0.333333333333333,0.5,0,0,0,2,1,2,2,2016,1,6.5,5,5,6.5,2.5,1.75,0.166666666666667
"5605",2,4,3,3,4,6,4,7,6,6,6,5,5,5,4,3,2,1,17,2,"NC",6,0.5,0.5,0,0,0,2,4,2,5,2016,1,5,4,5,4.5,4.5,3.25,0.2
"5606",7,7,5,5,7,6,1,5,2,7,1,6,3,3,1,4,4,2,22,2,"OK",6,0.5,0.75,1,1,1,5,4,2,4,2016,NA,7,6.5,5,6.5,3.5,3.75,0.85
"5607",2,5,4,5,6,3,3,5,3,4,6,5,4,3,2,5,1,2,7,3,"IL",NA,0.333333333333333,0.5,0,0,0,2,3,3,2,2016,NA,5,2.5,4.5,5,4,2.5,0.166666666666667
